jd_id,title,role_level,exp_level_raw,min_exp_years,exp_range_raw,skills_raw,required_skills,keywords_raw,keywords,responsibilities,raw_text,source_type,required_skill_count
ML-S2,Lead Machine Learning Engineer,senior,Senior,6.0,6+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines","[""python"", ""java"", ""sql"", ""scala"", ""advanced ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning"", ""frameworks: tensorflow, pytorch, keras, scikit-learn (advanced), onnx"", ""mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)"", ""big data: hadoop, spark"", ""feature engineering, etl pipelines""]",Lead ML Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment; Leadership,"[""lead ml engineer"", ""python"", ""java"", ""ml/dl"", ""mlops"", ""big data"", ""cloud deployment"", ""leadership""]",Architect end-to-end ML solutions; Manage teams of ML engineers; Deploy models in cloud environments; Drive strategic AI initiatives; Mentor and guide team members,"Lead Machine Learning Engineer Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines Architect end-to-end ML solutions; Manage teams of ML engineers; Deploy models in cloud environments; Drive strategic AI initiatives; Mentor and guide team members",jd,9
ML-S3,Principal Machine Learning Engineer,senior,Senior,7.0,7+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL automation","[""python"", ""java"", ""sql"", ""scala"", ""advanced ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning"", ""frameworks: tensorflow, pytorch, keras, scikit-learn (advanced), onnx"", ""mlops: ci/cd pipelines, model monitoring, cloud deployment (aws/gcp/azure)"", ""big data: hadoop, spark"", ""feature engineering, etl automation""]",Principal ML Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Leadership; Cloud Deployment,"[""principal ml engineer"", ""python"", ""java"", ""ml/dl"", ""mlops"", ""big data"", ""leadership"", ""cloud deployment""]",Drive ML strategy and design large-scale ML systems; Mentor and manage teams; Deploy models using best practices in MLOps and cloud infrastructure; Ensure enterprise AI solutions; Lead production-grade ML initiatives,"Principal Machine Learning Engineer Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL automation Drive ML strategy and design large-scale ML systems; Mentor and manage teams; Deploy models using best practices in MLOps and cloud infrastructure; Ensure enterprise AI solutions; Lead production-grade ML initiatives",jd,9
ML-S4,Senior ML Infrastructure Engineer,senior,Senior,5.0,5-7,"Python; R; Java; SQL; Scala; ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced); MLOps: CI/CD, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Spark, Hadoop; Feature engineering, ETL automation","[""python"", ""java"", ""sql"", ""scala"", ""ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning"", ""frameworks: tensorflow, pytorch, keras, scikit-learn (advanced)"", ""mlops: ci/cd, model monitoring, cloud deployment (aws/gcp/azure)"", ""big data: spark, hadoop"", ""feature engineering, etl automation""]",Senior ML Infrastructure Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment,"[""senior ml infrastructure engineer"", ""python"", ""java"", ""ml/dl"", ""mlops"", ""big data"", ""cloud deployment""]",Design and maintain ML infrastructure; Lead model deployment and optimize pipelines; Mentor engineers and ensure scalable ML solutions; Collaborate with cross-functional teams; Implement best practices in cloud environments,"Senior ML Infrastructure Engineer Python; R; Java; SQL; Scala; ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced); MLOps: CI/CD, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Spark, Hadoop; Feature engineering, ETL automation Design and maintain ML infrastructure; Lead model deployment and optimize pipelines; Mentor engineers and ensure scalable ML solutions; Collaborate with cross-functional teams; Implement best practices in cloud environments",jd,9
ML-S5,Lead ML/AI Engineer,senior,Senior,6.0,6+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines","[""python"", ""java"", ""sql"", ""scala"", ""advanced ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning"", ""frameworks: tensorflow, pytorch, keras, scikit-learn (advanced), onnx"", ""mlops: ci/cd pipelines, monitoring, cloud deployment (aws/gcp/azure)"", ""big data: hadoop, spark"", ""feature engineering, etl pipelines""]",Lead ML/AI Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment; Leadership,"[""lead ml/ai engineer"", ""python"", ""java"", ""ml/dl"", ""mlops"", ""big data"", ""cloud deployment"", ""leadership""]",Oversee ML/AI projects end-to-end; Deploy scalable ML systems; Mentor teams and implement explainable AI; Collaborate with cross-functional stakeholders; Drive enterprise AI initiatives,"Lead ML/AI Engineer Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines Oversee ML/AI projects end-to-end; Deploy scalable ML systems; Mentor teams and implement explainable AI; Collaborate with cross-functional stakeholders; Drive enterprise AI initiatives",jd,9
NE001,Junior Network Engineer,fresher,Fresher,0.0,0-1,TCP/IP; LAN/WAN; DHCP; DNS; Subnetting; Cisco Routers; Cisco Switches; Wireshark,"[""tcp/ip"", ""lan/wan"", ""dhcp"", ""dns"", ""subnetting"", ""cisco routers"", ""cisco switches"", ""wireshark""]",Network Engineer; LAN/WAN; TCP/IP; Cisco IOS; Wireshark,"[""network engineer"", ""lan/wan"", ""tcp/ip"", ""cisco ios"", ""wireshark""]",Assist in configuring routers and switches; Troubleshoot basic network issues; Support LAN/WAN operations; Monitor network traffic using tools,Junior Network Engineer TCP/IP; LAN/WAN; DHCP; DNS; Subnetting; Cisco Routers; Cisco Switches; Wireshark Assist in configuring routers and switches; Troubleshoot basic network issues; Support LAN/WAN operations; Monitor network traffic using tools,jd,8
NE002,Network Support Engineer,fresher,Fresher,0.0,0-1,Routing Basics; OSPF; BGP (Intro); VPN Setup; Firewall Basics; SolarWinds,"[""routing basics"", ""ospf"", ""bgp (intro)"", ""vpn setup"", ""firewall basics"", ""solarwinds""]",Network Support; VPN; OSPF; SolarWinds; Troubleshooting,"[""network support"", ""vpn"", ""ospf"", ""solarwinds"", ""troubleshooting""]",Provide first-level support for network issues; Assist in VPN configurations; Monitor and log network incidents; Escalate complex issues to senior engineers,Network Support Engineer Routing Basics; OSPF; BGP (Intro); VPN Setup; Firewall Basics; SolarWinds Provide first-level support for network issues; Assist in VPN configurations; Monitor and log network incidents; Escalate complex issues to senior engineers,jd,6
NE003,Associate Network Engineer,fresher,Fresher,0.0,0-2,Cisco IOS; Subnetting; DNS; DHCP; Python Basics; Bash Basics,"[""cisco ios"", ""subnetting"", ""dns"", ""dhcp"", ""python basics"", ""bash basics""]",Cisco IOS; DHCP; DNS; Subnetting; Entry-Level Networking,"[""cisco ios"", ""dhcp"", ""dns"", ""subnetting"", ""entry-level networking""]",Assist with router/switch configuration; Help troubleshoot network outages; Document network processes; Perform routine maintenance,Associate Network Engineer Cisco IOS; Subnetting; DNS; DHCP; Python Basics; Bash Basics Assist with router/switch configuration; Help troubleshoot network outages; Document network processes; Perform routine maintenance,jd,6
NE004,Trainee Network Engineer,fresher,Fresher,0.0,0-1,LAN/WAN; TCP/IP; Firewalls Basics; IDS/IPS Intro; Nagios Basics,"[""lan/wan"", ""tcp/ip"", ""firewalls basics"", ""ids/ips intro"", ""nagios basics""]",LAN/WAN; Firewalls; Nagios; Network Security Basics,"[""lan/wan"", ""firewalls"", ""nagios"", ""network security basics""]",Shadow senior engineers; Learn and apply networking fundamentals; Support network security monitoring; Assist in device installations,Trainee Network Engineer LAN/WAN; TCP/IP; Firewalls Basics; IDS/IPS Intro; Nagios Basics Shadow senior engineers; Learn and apply networking fundamentals; Support network security monitoring; Assist in device installations,jd,5
NE005,Network Operations Center (NOC) Engineer,fresher,Fresher,0.0,0-1,Network Monitoring; SolarWinds; Nagios; TCP/IP; Incident Management,"[""network monitoring"", ""solarwinds"", ""nagios"", ""tcp/ip"", ""incident management""]",NOC; Network Monitoring; SolarWinds; Incident Response,"[""noc"", ""network monitoring"", ""solarwinds"", ""incident response""]",Monitor network performance in NOC; Generate and escalate alerts; Assist in incident response; Maintain monitoring dashboards,Network Operations Center (NOC) Engineer Network Monitoring; SolarWinds; Nagios; TCP/IP; Incident Management Monitor network performance in NOC; Generate and escalate alerts; Assist in incident response; Maintain monitoring dashboards,jd,5
NE006,Junior Security & Network Engineer,fresher,Fresher,0.0,0-1,Firewall Basics; VPN; IDS/IPS Intro; Cisco Routers; Wireshark,"[""firewall basics"", ""vpn"", ""ids/ips intro"", ""cisco routers"", ""wireshark""]",Firewall; VPN; IDS/IPS; Wireshark,"[""firewall"", ""vpn"", ""ids/ips"", ""wireshark""]",Assist in firewall configuration; Support VPN user connectivity; Conduct packet analysis with Wireshark; Learn intrusion detection basics,Junior Security & Network Engineer Firewall Basics; VPN; IDS/IPS Intro; Cisco Routers; Wireshark Assist in firewall configuration; Support VPN user connectivity; Conduct packet analysis with Wireshark; Learn intrusion detection basics,jd,5
NE007,Graduate Network Engineer,fresher,Fresher,0.0,0-1,Basic Routing; Switching; LAN/WAN; Python Scripting Basics,"[""basic routing"", ""switching"", ""lan/wan"", ""python scripting basics""]",Routing; Switching; Python Automation; LAN/WAN,"[""routing"", ""switching"", ""python automation"", ""lan/wan""]",Assist with switch and router setup; Write basic automation scripts; Document network configurations; Support end-user connectivity,Graduate Network Engineer Basic Routing; Switching; LAN/WAN; Python Scripting Basics Assist with switch and router setup; Write basic automation scripts; Document network configurations; Support end-user connectivity,jd,4
NE008,Entry-Level Network Analyst,fresher,Fresher,0.0,0-2,TCP/IP; DNS; Wireshark; Nagios; Subnetting,"[""tcp/ip"", ""dns"", ""wireshark"", ""nagios"", ""subnetting""]",Network Analysis; Wireshark; DNS; Nagios,"[""network analysis"", ""wireshark"", ""dns"", ""nagios""]",Analyze network logs; Assist in traffic monitoring; Identify basic issues; Report performance metrics,Entry-Level Network Analyst TCP/IP; DNS; Wireshark; Nagios; Subnetting Analyze network logs; Assist in traffic monitoring; Identify basic issues; Report performance metrics,jd,5
NE009,Network Intern,fresher,Fresher,0.0,0,DHCP; Subnetting; Cisco IOS; VPN Basics,"[""dhcp"", ""subnetting"", ""cisco ios"", ""vpn basics""]",Internship; Cisco IOS; Subnetting; DHCP,"[""internship"", ""cisco ios"", ""subnetting"", ""dhcp""]",Assist senior engineers on projects; Help configure routers; Learn troubleshooting; Participate in training sessions,Network Intern DHCP; Subnetting; Cisco IOS; VPN Basics Assist senior engineers on projects; Help configure routers; Learn troubleshooting; Participate in training sessions,jd,4
NE010,IT Support - Networking Focus,fresher,Fresher,0.0,0-1,TCP/IP; LAN/WAN; DNS; Network Troubleshooting,"[""tcp/ip"", ""lan/wan"", ""dns"", ""network troubleshooting""]",IT Support; Networking; LAN/WAN; Troubleshooting,"[""it support"", ""networking"", ""lan/wan"", ""troubleshooting""]",Provide IT and network support; Help troubleshoot connectivity issues; Support device setup; Document IT incidents,IT Support - Networking Focus TCP/IP; LAN/WAN; DNS; Network Troubleshooting Provide IT and network support; Help troubleshoot connectivity issues; Support device setup; Document IT incidents,jd,4
NE011,Network Engineer,unknown,Experienced,3.0,3-5,BGP; OSPF; MPLS; QoS; Cisco Nexus; SolarWinds,"[""bgp"", ""ospf"", ""mpls"", ""qos"", ""cisco nexus"", ""solarwinds""]",BGP; OSPF; MPLS; QoS; Cisco Nexus,"[""bgp"", ""ospf"", ""mpls"", ""qos"", ""cisco nexus""]",Configure and maintain enterprise networks; Implement advanced routing protocols; Optimize network performance; Support large-scale deployments,Network Engineer BGP; OSPF; MPLS; QoS; Cisco Nexus; SolarWinds Configure and maintain enterprise networks; Implement advanced routing protocols; Optimize network performance; Support large-scale deployments,jd,6
NE012,Senior Network Engineer,senior,Experienced,5.0,5-8,SD-WAN; Zero Trust Security; Cisco ASA; Palo Alto; Nagios,"[""sd-wan"", ""zero trust security"", ""cisco asa"", ""palo alto"", ""nagios""]",SD-WAN; Zero Trust; Cisco ASA; Palo Alto,"[""sd-wan"", ""zero trust"", ""cisco asa"", ""palo alto""]",Design network architecture; Lead SD-WAN implementation; Enforce Zero Trust frameworks; Mentor junior engineers,Senior Network Engineer SD-WAN; Zero Trust Security; Cisco ASA; Palo Alto; Nagios Design network architecture; Lead SD-WAN implementation; Enforce Zero Trust frameworks; Mentor junior engineers,jd,5
NE013,Network Security Engineer,unknown,Experienced,4.0,4-6,Firewalls; IDS/IPS; VPN; Cryptography; Cisco ASA,"[""firewalls"", ""ids/ips"", ""vpn"", ""cryptography"", ""cisco asa""]",Network Security; IDS/IPS; Firewall; Cryptography,"[""network security"", ""ids/ips"", ""firewall"", ""cryptography""]",Deploy and manage firewalls; Secure VPN connections; Conduct penetration tests; Monitor IDS/IPS alerts,Network Security Engineer Firewalls; IDS/IPS; VPN; Cryptography; Cisco ASA Deploy and manage firewalls; Secure VPN connections; Conduct penetration tests; Monitor IDS/IPS alerts,jd,5
NE014,Cloud Network Engineer,unknown,Experienced,3.0,3-5,AWS Networking; Azure Networking; VPC; Load Balancers; Automation with Ansible,"[""aws networking"", ""azure networking"", ""vpc"", ""load balancers"", ""automation with ansible""]",Cloud Networking; AWS; Azure; VPC; Ansible,"[""cloud networking"", ""aws"", ""azure"", ""vpc"", ""ansible""]",Design and manage cloud networking; Optimize VPCs and subnets; Integrate with load balancers; Automate with Ansible,Cloud Network Engineer AWS Networking; Azure Networking; VPC; Load Balancers; Automation with Ansible Design and manage cloud networking; Optimize VPCs and subnets; Integrate with load balancers; Automate with Ansible,jd,5
NE015,Lead Network Engineer,lead,Experienced,8.0,8-10,Cisco Nexus; Palo Alto Firewalls; F5 Load Balancer; MPLS; Team Leadership,"[""cisco nexus"", ""palo alto firewalls"", ""f5 load balancer"", ""mpls"", ""team leadership""]",Lead Engineer; Cisco Nexus; F5; MPLS; Leadership,"[""lead engineer"", ""cisco nexus"", ""f5"", ""mpls"", ""leadership""]",Lead network engineering projects; Architect large-scale networks; Ensure uptime and performance; Mentor and guide team,Lead Network Engineer Cisco Nexus; Palo Alto Firewalls; F5 Load Balancer; MPLS; Team Leadership Lead network engineering projects; Architect large-scale networks; Ensure uptime and performance; Mentor and guide team,jd,5
NE016,Infrastructure Network Engineer,unknown,Experienced,4.0,4-6,LAN/WAN Design; QoS; Cisco Prime; Nagios; Python Automation,"[""lan/wan design"", ""qos"", ""cisco prime"", ""nagios"", ""python automation""]",LAN/WAN; QoS; Cisco Prime; Python,"[""lan/wan"", ""qos"", ""cisco prime"", ""python""]",Design and implement LAN/WAN; Manage QoS policies; Automate network monitoring; Support enterprise infrastructure,Infrastructure Network Engineer LAN/WAN Design; QoS; Cisco Prime; Nagios; Python Automation Design and implement LAN/WAN; Manage QoS policies; Automate network monitoring; Support enterprise infrastructure,jd,5
NE017,Network Automation Engineer,unknown,Experienced,3.0,3-5,Python; Bash; Ansible; Automation; Cisco IOS,"[""python"", ""bash"", ""ansible"", ""automation"", ""cisco ios""]",Automation; Python; Ansible; Bash,"[""automation"", ""python"", ""ansible"", ""bash""]",Develop automation scripts; Optimize routine configurations; Integrate automation in network ops; Collaborate with DevOps teams,Network Automation Engineer Python; Bash; Ansible; Automation; Cisco IOS Develop automation scripts; Optimize routine configurations; Integrate automation in network ops; Collaborate with DevOps teams,jd,5
NE018,Enterprise Network Engineer,unknown,Experienced,6.0,6-8,MPLS; EIGRP; QoS; Cisco ASA; F5 Load Balancer,"[""mpls"", ""eigrp"", ""qos"", ""cisco asa"", ""f5 load balancer""]",Enterprise Networking; MPLS; EIGRP; QoS; Cisco ASA,"[""enterprise networking"", ""mpls"", ""eigrp"", ""qos"", ""cisco asa""]",Maintain enterprise backbone; Optimize EIGRP/MPLS routing; Secure networks with firewalls; Support high availability systems,Enterprise Network Engineer MPLS; EIGRP; QoS; Cisco ASA; F5 Load Balancer Maintain enterprise backbone; Optimize EIGRP/MPLS routing; Secure networks with firewalls; Support high availability systems,jd,5
NE019,Principal Network Engineer,lead,Experienced,10.0,10+,Architecture Design; Project Management; Cisco Nexus; Palo Alto; Team Leadership,"[""architecture design"", ""project management"", ""cisco nexus"", ""palo alto"", ""team leadership""]",Principal Engineer; Architecture; Cisco Nexus; Leadership,"[""principal engineer"", ""architecture"", ""cisco nexus"", ""leadership""]",Architect global-scale networks; Manage multi-site deployments; Oversee security frameworks; Lead network engineering teams,Principal Network Engineer Architecture Design; Project Management; Cisco Nexus; Palo Alto; Team Leadership Architect global-scale networks; Manage multi-site deployments; Oversee security frameworks; Lead network engineering teams,jd,5
NE020,Telecom & Network Engineer,unknown,Experienced,5.0,5-7,VoIP; SIP; BGP; QoS; Cisco Routers,"[""voip"", ""sip"", ""bgp"", ""qos"", ""cisco routers""]",Telecom; VoIP; SIP; QoS; BGP,"[""telecom"", ""voip"", ""sip"", ""qos"", ""bgp""]",Manage telecom networks; Optimize VoIP/SIP infrastructure; Ensure QoS for voice; Integrate with enterprise LAN/WAN,Telecom & Network Engineer VoIP; SIP; BGP; QoS; Cisco Routers Manage telecom networks; Optimize VoIP/SIP infrastructure; Ensure QoS for voice; Integrate with enterprise LAN/WAN,jd,5
OM-101,Operations Manager,manager,Experienced,5.0,5-8,Team Leadership; Staff Development; Resource Allocation; Process Optimization; Lean Management; Six Sigma; Budgeting; Financial Reporting; KPI Tracking; ERP/CRM Tools,"[""team leadership"", ""staff development"", ""resource allocation"", ""process optimization"", ""lean management"", ""six sigma"", ""budgeting"", ""financial reporting"", ""kpi tracking"", ""erp/crm tools""]",Operations Management; Process Optimization; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership; Data-Driven Decisions,"[""operations management"", ""process optimization"", ""lean management"", ""six sigma"", ""budgeting"", ""kpi tracking"", ""erp"", ""crm"", ""team leadership"", ""data-driven decisions""]",Lead and motivate cross-functional teams; Oversee daily operations and workflow optimization; Implement process improvements and Lean/Six Sigma initiatives; Manage operational budgets and cost control; Monitor KPIs and create data-driven dashboards; Coordinate cross-department projects; Ensure on-time delivery of operations goals; Resolve operational conflicts and challenges; Report operational performance to leadership; Continuously improve operational efficiency,Operations Manager Team Leadership; Staff Development; Resource Allocation; Process Optimization; Lean Management; Six Sigma; Budgeting; Financial Reporting; KPI Tracking; ERP/CRM Tools Lead and motivate cross-functional teams; Oversee daily operations and workflow optimization; Implement process improvements and Lean/Six Sigma initiatives; Manage operational budgets and cost control; Monitor KPIs and create data-driven dashboards; Coordinate cross-department projects; Ensure on-time delivery of operations goals; Resolve operational conflicts and challenges; Report operational performance to leadership; Continuously improve operational efficiency,jd,10
OM-102,Operations Manager,mid,Mid-Level,3.0,3-5,Team Leadership; Scheduling; Resource Planning; Workflow Optimization; Process Improvement; Data Analysis; Budget Management; Cross-Functional Collaboration; ERP Systems; KPI Reporting,"[""team leadership"", ""scheduling"", ""resource planning"", ""workflow optimization"", ""process improvement"", ""data analysis"", ""budget management"", ""cross-functional collaboration"", ""erp systems"", ""kpi reporting""]",Operations Management; Resource Allocation; Process Optimization; Budgeting; KPI Reporting; ERP; Team Leadership; Workflow Improvement; Data Analysis; Cross-Functional Collaboration,"[""operations management"", ""resource allocation"", ""process optimization"", ""budgeting"", ""kpi reporting"", ""erp"", ""team leadership"", ""workflow improvement"", ""data analysis"", ""cross-functional collaboration""]",Manage daily operational activities; Coordinate scheduling and resource allocation; Analyze operational data to identify improvement areas; Support project execution and monitoring; Collaborate with cross-functional teams; Assist in budgeting and cost tracking; Implement process enhancements; Maintain operational dashboards; Ensure compliance with operational policies; Support leadership in strategic decision-making,Operations Manager Team Leadership; Scheduling; Resource Planning; Workflow Optimization; Process Improvement; Data Analysis; Budget Management; Cross-Functional Collaboration; ERP Systems; KPI Reporting Manage daily operational activities; Coordinate scheduling and resource allocation; Analyze operational data to identify improvement areas; Support project execution and monitoring; Collaborate with cross-functional teams; Assist in budgeting and cost tracking; Implement process enhancements; Maintain operational dashboards; Ensure compliance with operational policies; Support leadership in strategic decision-making,jd,10
OM-103,Operations Manager,fresher,Fresher,0.0,0-1,Basic Team Coordination; Workflow Awareness; Time Management; Communication; Problem-Solving; Adaptability; Data Reporting Basics; ERP/CRM Basics; Process Observation; Collaboration,"[""basic team coordination"", ""workflow awareness"", ""time management"", ""communication"", ""problem-solving"", ""adaptability"", ""data reporting basics"", ""erp/crm basics"", ""process observation"", ""collaboration""]",Operations Management; Team Coordination; Process Observation; ERP; CRM; Time Management; Collaboration; Data Reporting; Problem Solving; Adaptability,"[""operations management"", ""team coordination"", ""process observation"", ""erp"", ""crm"", ""time management"", ""collaboration"", ""data reporting"", ""problem solving"", ""adaptability""]",Assist in daily operations management; Support scheduling and resource allocation; Observe and document workflow processes; Prepare basic operational reports; Collaborate with team members; Learn ERP/CRM and operational tools; Identify minor process improvement opportunities; Participate in team meetings; Support senior managers; Develop communication and coordination skills,Operations Manager Basic Team Coordination; Workflow Awareness; Time Management; Communication; Problem-Solving; Adaptability; Data Reporting Basics; ERP/CRM Basics; Process Observation; Collaboration Assist in daily operations management; Support scheduling and resource allocation; Observe and document workflow processes; Prepare basic operational reports; Collaborate with team members; Learn ERP/CRM and operational tools; Identify minor process improvement opportunities; Participate in team meetings; Support senior managers; Develop communication and coordination skills,jd,10
OM-104,Operations Manager,manager,Experienced,6.0,6-10,Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Optimization; KPI Monitoring; Data Analysis; ERP/CRM Tools,"[""strategic planning"", ""lean management"", ""six sigma"", ""budgeting"", ""financial reporting"", ""team leadership"", ""resource optimization"", ""kpi monitoring"", ""data analysis"", ""erp/crm tools""]",Operations Management; Strategic Planning; Process Optimization; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership,"[""operations management"", ""strategic planning"", ""process optimization"", ""lean management"", ""six sigma"", ""budgeting"", ""kpi tracking"", ""erp"", ""crm"", ""team leadership""]",Develop and implement operational strategies; Lead process improvement initiatives; Manage team performance and development; Oversee budgeting and financial controls; Track KPIs and operational performance; Optimize resource allocation; Coordinate cross-functional projects; Report performance to executive management; Ensure compliance with operational standards; Implement automation tools for efficiency,Operations Manager Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Optimization; KPI Monitoring; Data Analysis; ERP/CRM Tools Develop and implement operational strategies; Lead process improvement initiatives; Manage team performance and development; Oversee budgeting and financial controls; Track KPIs and operational performance; Optimize resource allocation; Coordinate cross-functional projects; Report performance to executive management; Ensure compliance with operational standards; Implement automation tools for efficiency,jd,10
OM-105,Operations Manager,mid,Mid-Level,4.0,4-6,Team Management; Scheduling; Process Optimization; Workflow Automation; Budget Oversight; Data Analysis; ERP Systems; KPI Reporting; Cross-Functional Coordination; Problem Solving,"[""team management"", ""scheduling"", ""process optimization"", ""workflow automation"", ""budget oversight"", ""data analysis"", ""erp systems"", ""kpi reporting"", ""cross-functional coordination"", ""problem solving""]",Operations Management; Team Leadership; Process Optimization; Workflow Automation; Budgeting; Data Analysis; ERP; KPI Reporting; Cross-Functional Collaboration; Problem Solving,"[""operations management"", ""team leadership"", ""process optimization"", ""workflow automation"", ""budgeting"", ""data analysis"", ""erp"", ""kpi reporting"", ""cross-functional collaboration"", ""problem solving""]",Manage and coordinate daily operations; Implement workflow and process improvements; Monitor team performance and provide support; Assist in budgeting and financial tracking; Analyze operational data for insights; Ensure timely completion of operational goals; Collaborate with cross-functional teams; Develop KPI dashboards; Support operational planning; Resolve operational challenges,Operations Manager Team Management; Scheduling; Process Optimization; Workflow Automation; Budget Oversight; Data Analysis; ERP Systems; KPI Reporting; Cross-Functional Coordination; Problem Solving Manage and coordinate daily operations; Implement workflow and process improvements; Monitor team performance and provide support; Assist in budgeting and financial tracking; Analyze operational data for insights; Ensure timely completion of operational goals; Collaborate with cross-functional teams; Develop KPI dashboards; Support operational planning; Resolve operational challenges,jd,10
OM-106,Operations Manager,manager,Experienced,7.0,7-12,Strategic Planning; Lean Management; Six Sigma; Budget Management; Financial Reporting; Team Leadership; Resource Allocation; KPI Monitoring; ERP/CRM Systems; Process Automation,"[""strategic planning"", ""lean management"", ""six sigma"", ""budget management"", ""financial reporting"", ""team leadership"", ""resource allocation"", ""kpi monitoring"", ""erp/crm systems"", ""process automation""]",Operations Management; Strategic Planning; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership; Process Optimization,"[""operations management"", ""strategic planning"", ""lean management"", ""six sigma"", ""budgeting"", ""kpi tracking"", ""erp"", ""crm"", ""team leadership"", ""process optimization""]",Develop and implement operational strategy; Lead lean and Six Sigma initiatives; Manage budgets and financial performance; Oversee team performance and development; Track KPIs and operational metrics; Optimize resource allocation and workflow; Coordinate cross-functional projects; Implement ERP/CRM solutions; Ensure compliance with operational standards; Drive continuous process improvement,Operations Manager Strategic Planning; Lean Management; Six Sigma; Budget Management; Financial Reporting; Team Leadership; Resource Allocation; KPI Monitoring; ERP/CRM Systems; Process Automation Develop and implement operational strategy; Lead lean and Six Sigma initiatives; Manage budgets and financial performance; Oversee team performance and development; Track KPIs and operational metrics; Optimize resource allocation and workflow; Coordinate cross-functional projects; Implement ERP/CRM solutions; Ensure compliance with operational standards; Drive continuous process improvement,jd,10
